,spkts,dpkts,sttl,dttl,smean,dmean,label
3785,4,4,31,29,142,78,0
6568,14,6,254,252,497,45,1
12905,10,8,254,252,56,44,1
19672,12,8,254,252,125,90,1
1655,8,10,31,29,132,82,0
4458,4,4,31,29,142,78,0
1148,78,82,31,29,58,889,0
6578,20,22,62,252,47,266,1
10746,10,6,254,252,53,45,1
3442,16,18,31,29,96,91,0
14752,12,12,254,252,53,57,1
14555,2,0,254,0,100,0,1
2571,2,2,31,29,73,89,0
3849,30,42,31,29,77,819,0
10651,10,6,254,252,57,45,1
17486,10,6,254,252,62,45,1
5387,2,0,254,0,51,0,1
16327,2,0,254,0,916,0,1
19171,8,10,62,252,46,375,1
2738,8,10,31,29,132,82,0
12462,2,0,254,0,100,0,1
19039,10,8,254,252,56,44,1
6892,2,0,254,0,100,0,1
6492,2,0,254,0,886,0,1
9794,2,0,254,0,84,0,1
16244,10,10,254,252,61,65,1
9362,216,36,254,252,1259,43,1
2480,4,4,31,29,132,76,0
4804,2,2,31,29,73,89,0
4321,106,114,31,29,89,108,0
18383,2,0,254,0,52,0,1
12403,2,0,254,0,100,0,1
13285,14,10,254,252,55,56,1
226,16,18,31,29,96,91,0
17127,12,10,62,252,102,388,1
111,28,30,31,29,166,103,0
7405,2,0,254,0,100,0,1
6479,2,0,254,0,100,0,1
2126,2,2,31,29,66,82,0
8659,10,8,254,252,85,44,1
11960,2,0,254,0,100,0,1
13894,10,8,62,252,136,44,1
4706,16,18,31,29,96,91,0
1759,2,2,31,29,66,82,0
1060,16,18,31,29,96,91,0
5684,2,0,254,0,100,0,1
5762,12,8,254,252,94,92,1
6872,42,0,254,0,45,0,1
11105,4,0,254,0,90,0,1
3584,16,18,31,29,96,91,0
13724,42,0,254,0,45,0,1
19995,12,10,254,252,88,80,1
1342,16,18,31,29,96,91,0
15688,10,6,254,252,53,45,1
2972,2,2,31,29,73,89,0
3781,16,18,31,29,96,91,0
3089,4,4,31,29,142,78,0
11934,2,0,254,0,100,0,1
8407,34,22,62,252,661,92,1
16129,16,50,62,252,101,1199,1
7076,10,6,254,252,60,45,1
6147,2,0,254,0,100,0,1
8421,14,12,254,252,61,57,1
6404,2,0,254,0,104,0,1
1985,30,42,31,29,77,819,0
7016,12,10,254,252,122,85,1
19476,2,0,254,0,708,0,1
1800,30,42,31,29,77,819,0
2672,28,42,31,29,79,819,0
12369,2,0,254,0,100,0,1
303,2,2,31,29,73,89,0
19031,22,10,254,252,953,44,1
12439,2,0,254,0,100,0,1
2276,8,10,31,29,132,82,0
18476,2,0,254,0,78,0,1
3439,16,18,31,29,96,91,0
3817,38,40,31,29,64,463,0
7409,10,8,254,252,56,44,1
4093,14,18,31,29,120,565,0
3542,40,42,31,29,64,551,0
594,2,2,31,29,65,81,0
13181,10,8,254,252,56,44,1
5120,10,6,254,252,59,45,1
3245,16,18,31,29,96,91,0
5204,10,8,254,252,257,44,1
13975,2,0,254,0,100,0,1
2367,30,42,31,29,77,819,0
9514,2,0,254,0,100,0,1
14950,42,0,254,0,64,0,1
15926,110,588,62,252,44,1357,1
7155,10,6,254,252,51,45,1
14963,2,0,254,0,100,0,1
898,16,18,31,29,96,91,0
14575,2,0,254,0,100,0,1
146,2,0,254,0,309,0,0
6809,10,8,254,252,75,44,1
1268,38,40,31,29,64,463,0
7989,10,10,62,252,88,174,1
16391,30,142,62,252,64,1271,1
284,2,2,31,29,73,89,0
8706,2,0,254,0,78,0,1
8420,10,8,254,252,56,44,1
18901,30,90,62,252,46,1091,1
3090,2,2,31,29,66,82,0
564,16,18,31,29,96,91,0
7329,26,64,62,252,46,988,1
9243,10,8,254,252,137,44,1
2427,16,18,31,29,96,91,0
16211,8,0,254,0,60,0,1
167,10,8,254,252,56,44,0
4952,2,2,31,29,66,82,0
2782,28,42,31,29,79,819,0
8394,20,12,254,252,53,45,1
3581,64,66,31,29,59,785,0
17801,12,8,254,252,105,94,1
17317,12,8,254,252,88,96,1
13681,2,0,254,0,100,0,1
11443,2,0,254,0,100,0,1
5489,12,10,254,252,88,81,1
4531,64,66,31,29,59,785,0
1448,8,12,31,29,53,735,0
4647,52,42,31,29,718,80,0
10399,40,0,254,0,272,0,1
2223,16,18,31,29,96,91,0
10673,2,0,254,0,100,0,1
8604,2,0,254,0,100,0,1
14781,14,36,62,252,67,1192,1
1084,4,4,31,29,142,78,0
5973,12,8,254,252,90,88,1
3347,16,18,31,29,96,91,0
3556,16,18,31,29,96,91,0
19115,10,10,62,252,80,300,1
13024,2,0,254,0,100,0,1
361,8,10,31,29,132,82,0
2468,16,18,31,29,96,91,0
12084,14,12,254,252,55,54,1
13526,224,1382,62,252,43,1344,1
4092,40,42,31,29,64,551,0
6677,2,0,254,0,724,0,1
5924,10,8,254,252,53,44,1
5344,2,0,254,0,537,0,1
6428,12,8,254,252,89,90,1
14503,2,0,254,0,100,0,1
309,2,2,31,29,66,82,0
1269,52,42,31,29,718,80,0
9981,162,40,62,252,1181,65,1
2111,28,30,31,29,166,103,0
4701,2,2,31,29,66,82,0
8599,2,0,254,0,90,0,1
11507,2,0,254,0,100,0,1
1209,30,42,31,29,77,819,0
11494,2,0,254,0,100,0,1
6012,10,6,254,252,98,45,1
1885,40,42,31,29,64,551,0
13141,10,8,62,252,79,220,1
15516,10,8,254,252,206,44,1
16021,2,0,254,0,52,0,1
1598,38,42,31,29,64,443,0
4177,8,10,31,29,132,82,0
4209,16,18,31,29,96,91,0
4087,4,4,31,29,130,76,0
8338,24,22,62,252,54,74,1
17420,24,22,62,252,53,73,1
2828,16,18,31,29,96,91,0
462,28,30,31,29,166,103,0
11600,2,0,254,0,100,0,1
4143,68,70,31,29,59,849,0
19687,12,8,254,252,84,89,1
1467,16,18,31,29,96,91,0
7059,10,6,254,252,85,45,1
818,16,18,31,29,96,91,0
6070,2,0,254,0,100,0,1
3448,28,42,31,29,79,819,0
16055,10,6,254,252,102,45,1
17634,10,8,254,252,57,44,0
855,52,54,31,29,56,69,0
2978,8,10,31,29,132,82,0
2707,16,18,31,29,96,91,0
4619,30,42,31,29,77,819,0
1238,64,66,31,29,59,785,0
16894,82,0,254,0,64,0,1
11292,30,16,254,252,729,53,1
7135,2,0,254,0,90,0,1
17998,24,22,62,252,52,74,1
9871,10,6,254,252,85,45,1
10104,24,20,62,252,232,93,1
2991,16,18,31,29,96,91,0
18220,112,34,62,252,1129,71,1
2,8,16,62,252,46,824,0
7572,2,0,254,0,100,0,1
4432,16,18,31,29,96,91,0
8796,2,0,254,0,100,0,1
748,6,0,1,0,64,0,0
7588,10,8,254,252,50,44,1
2419,8,10,31,29,132,82,0
13271,2,0,254,0,100,0,1
12278,10,6,254,252,57,45,1
176,2,0,254,0,663,0,0
3709,2,2,31,29,73,89,0
1865,18,18,31,29,230,136,0
67,10,8,254,252,54,57,0
17375,10,10,62,252,80,550,1
743,52,40,31,29,716,82,0
11611,2,0,254,0,100,0,1
14763,2,0,254,0,100,0,1
12997,2,0,254,0,100,0,1
18494,2,0,254,0,296,0,1
8277,2,0,254,0,532,0,1
5246,10,8,254,252,56,44,1
4698,12,12,31,29,89,188,0
343,16,18,31,29,96,91,0
603,16,18,31,29,96,91,0
4790,78,80,31,29,58,910,0
16749,26,22,254,252,292,87,1
220,2,2,31,29,66,82,0
17478,10,6,254,252,59,45,0
17342,10,8,254,252,104,44,1
385,16,18,31,29,96,91,0
5220,2,0,254,0,100,0,1
16883,2,0,254,0,1312,0,1
3982,4,4,31,29,132,76,0
4996,2,2,31,29,66,82,0
17765,10,8,254,252,56,44,1
36,2,0,254,0,84,0,0
4433,4,4,31,29,132,76,0
751,16,18,31,29,96,91,0
3978,16,18,31,29,96,91,0
11306,2,0,254,0,100,0,1
2351,2,2,31,29,66,82,0
10216,24,20,62,252,203,86,1
7696,14,10,254,252,376,56,1
4724,2,2,31,29,65,81,0
2706,322,746,31,29,53,1458,0
4961,234,438,31,29,57,1252,0
1906,8,10,31,29,132,82,0
3743,48,50,31,29,62,610,0
515,8,12,31,29,53,735,0
19956,10,6,254,252,85,45,1
7154,2,0,254,0,349,0,1
3146,8,10,31,29,132,82,0
16105,94,30,62,252,1004,71,1
3862,2,2,31,29,73,89,0
18084,10,8,62,252,82,271,1
10018,2,0,254,0,100,0,1
414,62,60,31,29,96,135,0
4308,4,4,31,29,142,78,0
13220,10,6,254,252,256,45,1
2850,16,18,31,29,96,91,0
11628,2,0,254,0,100,0,1
2328,22,24,31,29,87,180,0
12902,10,10,62,252,82,369,1
16708,10,6,254,252,102,45,1
10135,2,0,254,0,100,0,1
9021,2,0,254,0,100,0,1
19853,2,0,254,0,100,0,1
2761,14,8,31,29,638,53,0
13136,2,0,254,0,100,0,1
10623,2,0,254,0,533,0,1
5382,2,0,254,0,90,0,1
1402,40,42,31,29,64,551,0
15943,10,12,62,252,78,360,1
2324,18,18,31,29,230,136,0
112,2,0,254,0,145,0,0
17935,10,6,254,252,53,45,0
15079,2,0,254,0,100,0,1
7999,5494,828,62,252,1323,44,1
8430,8,8,62,252,46,115,1
16710,2,0,254,0,1484,0,1
2290,28,42,31,29,79,819,0
3143,16,18,31,29,96,91,0
8519,10,8,254,252,59,44,1
17915,10,8,254,252,53,44,0
16698,12,8,254,252,167,90,1
1642,12,18,31,29,132,565,0
5428,12,10,254,252,89,79,1
11240,2,0,254,0,100,0,1
11888,2,0,254,0,84,0,1
4620,16,18,31,29,96,91,0
6564,22,34,62,252,48,679,1
5619,10,6,254,252,76,45,1
2972,2,2,31,29,73,89,0
2583,16,18,31,29,96,91,0
4305,2,2,31,29,65,81,0
5538,2,0,254,0,100,0,1
2988,40,42,31,29,64,551,0
17796,64,332,62,252,47,1283,1
14630,2,0,254,0,100,0,1
754,28,42,31,29,79,819,0
6030,10,16,62,252,83,770,1
13733,22,20,62,252,124,82,1
736,52,54,31,29,56,69,0
15651,10,8,254,252,101,44,1
16672,24,22,62,252,53,73,1
6046,2,0,254,0,90,0,1
3757,16,18,31,29,96,91,0
10353,2,0,254,0,100,0,1
13846,2,0,254,0,100,0,1
4848,4,4,31,29,142,78,0
14152,2,0,254,0,100,0,1
2150,16,18,31,29,96,91,0
19849,2,0,254,0,100,0,1
3081,12,12,31,29,89,188,0
1195,4,4,31,29,142,76,0
807,16,18,31,29,96,91,0
16112,10,8,254,252,83,44,1
13817,58,14,254,252,1174,44,1
4904,38,40,31,29,64,463,0
18903,10,8,254,252,56,44,1
3300,38,40,31,29,64,463,0
5323,2,0,254,0,100,0,1
351,2,2,31,29,73,89,0
7343,10,8,254,252,55,48,1
10650,10,6,254,252,95,45,1
16331,10,8,254,252,205,44,1
2578,64,66,31,29,59,785,0
4385,16,18,31,29,96,91,0
3691,16,18,31,29,96,91,0
7709,2,0,254,0,100,0,1
3395,16,18,31,29,96,91,0
8646,2,0,254,0,100,0,1
4751,2,2,31,29,73,89,0
1521,2,2,31,29,66,82,0
420,16,18,31,29,96,91,0
16311,10,8,254,252,56,44,1
7974,2,0,254,0,52,0,1
9848,2,0,254,0,100,0,1
19307,10,8,62,252,81,166,1
6864,4,0,254,0,100,0,1
10155,78,28,62,252,1063,76,1
14001,100,562,62,252,44,1287,1
17223,12,8,254,252,168,89,1
2909,16,18,31,29,96,91,0
8527,10,8,254,252,59,44,1
2646,14,6,31,29,638,53,0
10787,10,8,254,252,95,44,1
1898,16,18,31,29,96,91,0
5854,12,10,254,252,87,84,1
3124,16,18,31,29,96,91,0
10179,14,12,254,252,56,57,1
1106,2,2,31,29,66,82,0
16123,10,8,254,252,53,44,1
17792,2,2,254,60,55,117,1
930,38,40,31,29,64,463,0
12326,2,0,254,0,100,0,1
13851,2,0,254,0,100,0,1
17215,2,0,254,0,52,0,1
10804,8,10,62,252,46,375,1
3947,4,4,31,29,132,76,0
6998,10,8,254,252,56,44,1
16928,22,22,62,252,52,75,1
18548,10,8,254,252,94,44,1
2943,40,42,31,29,64,551,0
2852,16,18,31,29,96,91,0
18565,10,6,254,252,252,45,1
2797,16,18,31,29,96,91,0
15758,2,0,254,0,52,0,1
11734,2,0,254,0,100,0,1
4115,14,18,31,29,120,565,0
4860,6,8,31,29,53,233,0
5605,10,6,254,252,76,45,1
11525,2,0,254,0,100,0,1
5487,68,324,62,252,44,1284,1
6935,2,0,254,0,100,0,1
11493,2,0,254,0,100,0,1
13205,2,0,254,0,100,0,1
19295,10,6,254,252,53,45,1
16949,100,30,62,252,1090,72,1
5257,12,8,254,252,113,87,1
11075,2,0,254,0,100,0,1
4181,22,24,31,29,87,180,0
18685,2,0,254,0,532,0,1
15431,16,6,254,252,701,45,1
6747,12,10,254,252,169,82,1
7019,2,0,254,0,84,0,1
6229,2,0,254,0,100,0,1
11323,2,0,254,0,100,0,1
9800,64,366,62,252,49,1296,1
947,16,18,31,29,96,91,0
78,2,0,254,0,630,0,0
1660,38,40,31,29,64,463,0
15491,10,8,254,252,53,44,1
8385,10,6,254,252,92,45,1
4689,16,18,31,29,96,91,0
10219,2,0,254,0,549,0,1
7239,12,10,254,252,100,84,1
2932,38,40,31,29,64,463,0
10573,2,0,254,0,100,0,1
9499,2,0,254,0,100,0,1
3159,16,18,31,29,96,91,0
11411,2,0,254,0,100,0,1
11792,2,0,254,0,532,0,1
6284,2,0,254,0,52,0,1
3777,62,58,31,29,96,138,0
18058,22,22,62,252,53,75,1
5379,2,0,254,0,90,0,1
12027,2,0,254,0,100,0,1
1466,122,126,31,29,64,120,0
7220,2,0,254,0,84,0,1
18723,14,36,62,252,70,1165,1
2952,8,10,31,29,132,82,0
9754,2,0,254,0,100,0,1
18613,10,8,254,252,114,44,1
1252,16,18,31,29,96,91,0
3310,30,42,31,29,77,819,0
18227,10,6,254,252,53,45,0
11918,2,0,254,0,100,0,1
2779,16,18,31,29,96,91,0
4170,30,42,31,29,77,819,0
17330,228,50,62,252,1194,58,1
2668,22,24,31,29,87,180,0
2936,78,80,31,29,58,910,0
4110,28,30,31,29,166,103,0
4064,360,746,31,29,53,1458,0
18213,2,0,254,0,52,0,1
732,16,18,31,29,96,91,0
14375,2,0,254,0,100,0,1
2760,6,8,31,29,53,233,0
10226,2,0,254,0,39,0,1
9216,10,12,62,252,84,717,1
7163,2,0,254,0,90,0,1
6899,10,8,254,252,76,44,1
331,2,2,31,29,73,89,0
18433,10,6,254,252,88,45,1
14875,10,6,254,252,242,45,1
4833,4,4,31,29,130,76,0
2388,64,66,31,29,59,785,0
756,16,18,31,29,96,91,0
5560,8,8,62,252,46,197,1
18044,10,8,254,252,135,44,1
8585,10,8,254,252,55,48,1
11576,2,0,254,0,100,0,1
2373,28,30,31,29,166,103,0
15204,10,6,254,252,322,45,1
4481,30,42,31,29,77,819,0
5829,24,14,254,252,728,55,1
4047,8,10,31,29,132,82,0
16878,10,6,254,252,82,45,1
14320,10,6,254,252,59,45,1
13615,2,0,254,0,100,0,1
8501,10,6,254,252,170,45,1
13152,10,6,254,252,95,45,1
12156,2,0,254,0,100,0,1
18311,10,8,62,252,80,126,1
16474,16,10,254,252,588,90,1
4878,52,40,31,29,716,82,0
2167,16,18,31,29,96,91,0
19505,22,22,62,252,54,73,1
15357,10,6,254,252,253,45,1
1799,16,18,31,29,96,91,0
14904,10,10,62,252,85,134,1
17440,10,6,254,252,95,45,1
8280,10,20,62,252,45,1051,1
4515,2,2,31,29,73,89,0
5722,10,8,62,252,86,244,1
4864,16,18,31,29,96,91,0
13640,2,0,254,0,100,0,1
14413,2,0,254,0,100,0,1
3367,16,18,31,29,96,91,0
10152,22,42,62,252,54,864,1
2224,16,18,31,29,96,91,0
13448,10,8,254,252,165,44,1
18202,20,12,254,252,53,45,0
8097,2,0,254,0,100,0,1
9363,26,20,62,252,435,89,1
10385,12,8,254,252,184,300,1
17411,14,10,254,252,55,56,1
9472,2,0,254,0,100,0,1
1149,52,40,31,29,716,82,0
12433,2,0,254,0,100,0,1
8175,20,38,62,252,54,820,1
144,2,0,254,0,529,0,0
3572,30,42,31,29,77,819,0
9066,2,0,254,0,100,0,1
17951,10,6,254,252,53,45,0
5017,10,12,31,29,53,735,0
13076,2,0,254,0,466,0,1
17913,10,6,254,252,76,45,1
2995,16,18,31,29,96,91,0
15478,10,10,254,252,61,65,1
19796,12,8,254,252,114,93,1
18143,10,6,254,252,53,45,0
19209,10,6,254,252,53,45,1
7776,2,0,254,0,100,0,1
225,2,2,31,29,66,82,0
1399,16,18,31,29,96,91,0
1706,64,66,31,29,59,785,0
4871,4,4,31,29,130,76,0
8557,36,22,62,252,731,86,1
19133,116,0,254,0,96,0,1
9490,2,0,254,0,100,0,1
9565,22,20,62,252,104,85,1
17966,10,8,254,252,56,44,1
7997,2,0,254,0,100,0,1
15671,12,12,254,252,53,57,1
4318,16,18,31,29,96,91,0
1659,16,18,31,29,96,91,0
2518,16,18,31,29,96,91,0
12236,2,0,254,0,100,0,1
7935,12,20,62,252,71,936,1
18411,10,10,62,252,87,127,1
19666,2,0,254,0,84,0,1
16801,58,10,254,252,1130,44,1
17700,10,6,254,252,92,45,1
10748,10,6,254,252,161,45,1
9886,34,170,62,252,52,1277,1
13359,2,0,254,0,84,0,1
13871,2,0,254,0,100,0,1
5816,2,0,254,0,532,0,1
4657,16,18,31,29,96,91,0
17252,16,6,254,252,607,45,1
587,16,18,31,29,96,91,0
12077,2,0,254,0,100,0,1
3744,16,18,31,29,96,91,0
1523,16,18,31,29,96,91,0
2409,16,18,31,29,96,91,0
15014,2,0,254,0,100,0,1
2858,16,18,31,29,96,91,0
17200,12,10,254,252,254,83,1
18014,54,310,62,252,50,1291,1
6257,2,0,254,0,100,0,1
7601,2,0,254,0,100,0,1
1088,28,28,31,29,166,106,0
3172,38,40,31,29,64,463,0
17687,2,0,254,0,52,0,1
8804,10,6,254,252,120,45,1
10752,10,8,254,252,56,44,1
12062,2,0,254,0,100,0,1
2401,16,18,31,29,96,91,0
1565,16,18,31,29,96,91,0
17616,2,0,254,0,812,0,0
2614,6,8,31,29,53,233,0
297,2,2,31,29,66,82,0
3407,40,42,31,29,64,551,0
5793,2,0,254,0,532,0,1
6399,60,14,254,252,1136,44,1
14211,10,8,254,252,78,44,1
4252,2,2,31,29,73,89,0
18303,10,8,254,252,56,44,1
13164,2,0,254,0,84,0,1
3460,8,10,31,29,132,82,0
6344,12,8,254,252,94,93,1
7481,2,0,254,0,100,0,1
12547,2,0,254,0,1071,0,1
19394,20,22,254,252,130,130,1
3329,8,10,31,29,132,82,0
13086,2,0,254,0,100,0,1
14769,10,10,254,252,61,65,1
3627,2,2,31,29,73,89,0
3352,16,18,31,29,96,91,0
12955,10,8,254,252,56,44,1
8748,2,0,254,0,84,0,1
16673,10,8,254,252,76,44,1
2251,12,12,31,29,89,188,0
911,14,6,31,29,638,53,0
183,16,18,31,29,96,91,0
14837,2,0,254,0,100,0,1
3012,40,42,31,29,64,551,0
1688,38,42,31,29,64,443,0
3397,8,10,31,29,132,82,0
18193,12,10,254,252,102,80,1
9341,16,14,254,252,79,72,1
3175,8,10,31,29,132,82,0
4004,16,18,31,29,96,91,0
16339,28,26,254,252,142,132,1
3769,16,18,31,29,96,91,0
11813,2,0,254,0,100,0,1
4252,2,2,31,29,73,89,0
608,28,28,31,29,166,106,0
688,4,4,31,29,142,76,0
12359,2,0,254,0,100,0,1
13719,36,14,254,252,964,69,1
464,8,10,31,29,132,82,0
1829,2,2,31,29,65,81,0
12811,2,0,254,0,100,0,1
3922,16,18,31,29,96,91,0
7659,2,0,254,0,100,0,1
8878,2,0,254,0,84,0,1
4966,16,18,31,29,96,91,0
8536,12,8,254,252,339,44,1
2379,8,10,31,29,132,82,0
7460,10,6,254,252,53,45,1
14880,10,6,254,252,268,45,1
9309,86,16,254,252,1216,44,1
4291,16,18,31,29,96,91,0
3056,2,2,31,29,66,82,0
14490,2,0,254,0,100,0,1
4826,2,2,31,29,73,89,0
6191,2,0,254,0,100,0,1
5824,12,8,254,252,92,93,1
1095,8,12,31,29,53,735,0
15216,28,84,62,252,104,1293,1
8851,12,10,254,252,52,75,1
858,66,66,31,29,59,785,0
16603,2,0,254,0,52,0,1
10638,2,0,254,0,895,0,1
4810,6,0,1,0,64,0,0
4505,2,2,31,29,73,89,0
1783,22,24,31,29,87,180,0
19228,2,0,254,0,195,0,1
3946,48,50,31,29,62,610,0
2054,16,18,31,29,96,91,0
3421,2,2,31,29,66,82,0
6081,10,6,254,252,53,45,1
964,16,18,31,29,96,91,0
2222,122,126,31,29,64,120,0
3467,12,12,31,29,89,188,0
11406,2,0,254,0,532,0,1
17756,10,6,254,252,285,45,1
1110,16,18,31,29,96,91,0
3462,8,10,31,29,132,82,0
15241,10,6,254,252,59,45,1
11820,2,0,254,0,100,0,1
5719,2,0,254,0,100,0,1
5431,22,22,62,252,55,74,1
391,8,10,31,29,132,82,0
4279,38,40,31,29,64,463,0
17321,10,6,254,252,83,45,1
5055,28,42,31,29,79,819,0
3515,16,18,31,29,96,91,0
12919,2,0,254,0,100,0,1
2770,40,42,31,29,64,551,0
2415,16,18,31,29,96,91,0
8787,12,8,254,252,83,89,1
4244,4,4,31,29,142,78,0
1394,40,40,31,29,64,463,0
15894,34,22,62,252,676,86,1
4559,12,14,31,29,89,169,0
7193,10,8,62,252,81,147,1
7131,12,12,254,252,49,69,1
9422,2,0,254,0,100,0,1
19889,10,6,254,252,53,45,0
18170,2,0,254,0,52,0,1
17479,10,6,254,252,53,45,0
4785,16,18,31,29,96,91,0
4886,362,746,31,29,53,1458,0
17733,10,12,62,252,84,559,1
12615,2,0,254,0,100,0,1
11661,2,0,254,0,100,0,1
10299,2,0,254,0,100,0,1
16779,38,18,62,252,831,73,1
2314,52,40,31,29,716,82,0
9032,1,0,0,0,60,0,1
11370,2,0,254,0,100,0,1
8537,2,0,254,0,84,0,1
2673,2,2,31,29,73,89,0
1446,52,42,31,29,716,80,0
8202,24,22,62,252,53,76,1
4540,16,18,31,29,96,91,0
1208,30,42,31,29,77,819,0
19897,10,6,254,252,53,45,0
8128,10,8,254,252,56,44,1
4446,16,18,31,29,96,91,0
2082,16,18,31,29,96,91,0
8187,10,8,254,252,85,44,1
374,8,10,31,29,132,82,0
14783,2,0,254,0,100,0,1
4939,358,746,31,29,53,1458,0
12882,10,8,62,252,88,178,1
10255,2,0,254,0,100,0,1
4499,2,2,31,29,73,89,0
9835,10,8,254,252,61,44,1
9484,14,8,254,252,486,44,1
19364,2,0,254,0,307,0,1
4955,12,18,31,29,132,565,0
16163,2,0,254,0,52,0,1
17644,2,0,254,0,533,0,0
111,28,30,31,29,166,103,0
2966,28,42,31,29,79,819,0
10044,10,6,254,252,83,45,1
2464,16,18,31,29,96,91,0
6419,2,0,254,0,84,0,1
13255,2,0,254,0,100,0,1
4194,4,4,31,29,132,76,0
5807,10,8,62,252,82,147,1
10997,2,2,254,60,65,560,1
9559,2,0,254,0,100,0,1
8255,24,22,62,252,54,74,1
18517,2,0,254,0,698,0,1
235,4,4,31,29,142,78,0
960,2,2,31,29,66,82,0
568,30,42,31,29,77,819,0
3158,4,4,31,29,65,81,0
617,78,80,31,29,58,910,0
2724,78,80,31,29,58,910,0
8234,2,0,254,0,100,0,1
15369,2,0,254,0,84,0,1
5442,2,0,254,0,100,0,1
13943,2,0,254,0,100,0,1
1205,16,18,31,29,96,91,0
16497,14,6,254,252,632,45,1
15644,10,6,254,252,146,45,1
1431,28,42,31,29,79,819,0
12172,2,0,254,0,100,0,1
17574,2,0,254,0,320,0,1
13060,2,0,254,0,100,0,1
2916,16,18,31,29,96,91,0
15621,10,8,62,252,91,303,1
7330,2,0,254,0,100,0,1
13334,2,0,254,0,100,0,1
18957,8,8,62,252,46,114,1
8758,8,8,62,252,46,94,1
2004,122,126,31,29,64,115,0
1894,16,18,31,29,96,91,0
3197,4,4,31,29,142,76,0
2306,2,2,31,29,73,89,0
11077,2,0,254,0,100,0,1
1242,40,42,31,29,64,551,0
10441,4,0,254,0,90,0,1
285,16,18,31,29,96,91,0
17103,2,0,254,0,84,0,1
196,2,2,31,29,66,82,0
11971,2,0,254,0,100,0,1
1736,2,2,31,29,65,81,0
12211,2,0,254,0,100,0,1
2640,4,4,31,29,142,76,0
15678,10,8,254,252,65,44,1
11909,2,0,254,0,100,0,1
2524,78,80,31,29,58,910,0
17444,2,0,254,0,105,0,1
803,78,80,31,29,58,910,0
10735,2,0,254,0,100,0,1
1291,16,18,31,29,96,91,0
15475,30,22,62,252,599,77,1
5742,2,0,254,0,84,0,1
2551,16,18,31,29,96,91,0
11555,2,0,254,0,100,0,1
15540,10,8,254,252,56,44,1
10437,30,92,62,252,47,1081,1
421,16,18,31,29,96,91,0
1670,2,2,31,29,66,82,0
2281,16,18,31,29,96,91,0
883,16,18,31,29,96,91,0
12042,2,0,254,0,100,0,1
2553,16,18,31,29,96,91,0
908,16,18,31,29,96,91,0
10849,2,0,254,0,84,0,1
763,122,126,31,29,64,120,0
3849,30,42,31,29,77,819,0
1419,362,746,31,29,53,1458,0
7607,20,20,62,252,191,85,1
2446,2,2,31,29,66,82,0
1560,16,18,31,29,96,91,0
705,16,18,31,29,96,91,0
11762,2,0,254,0,100,0,1
9465,10,6,254,252,255,45,1
13874,2,0,254,0,100,0,1
13127,2,0,254,0,84,0,1
565,52,54,31,29,56,69,0
12603,10,6,254,252,56,45,1
15990,10,10,254,252,61,65,1
2005,16,18,31,29,96,91,0
15251,2,0,254,0,76,0,1
18020,10,10,62,252,80,608,1
17256,10,10,62,252,80,426,1
680,12,18,31,29,132,565,0
13298,10,8,254,252,56,44,1
2509,122,126,31,29,64,120,0
6059,10,10,62,252,83,304,1
15727,10,8,254,252,76,44,1
11902,2,0,254,0,100,0,1
4765,2,2,31,29,65,81,0
7021,46,236,62,252,52,1310,1
4733,16,18,31,29,96,91,0
5433,2,0,254,0,100,0,1
4269,22,24,31,29,87,180,0
1150,16,18,31,29,96,91,0
12701,2,0,254,0,100,0,1
19761,10,6,254,252,53,45,1
14927,2,0,254,0,100,0,1
17618,10,6,254,252,84,45,1
18444,2,0,254,0,320,0,1
7926,10,6,254,252,94,45,1
18938,10,8,254,252,56,44,1
10438,2,0,254,0,100,0,1
2686,64,66,31,29,59,785,0
14865,2,0,254,0,100,0,1
2293,16,18,31,29,96,91,0
956,64,66,31,29,59,785,0
3001,16,18,31,29,96,91,0
19614,10,8,254,252,53,44,1
8695,2,0,254,0,52,0,1
5721,2,0,254,0,100,0,1
154,2,0,254,0,760,0,0
19434,10,8,254,252,76,44,1
4508,16,18,31,29,96,91,0
4401,14,18,31,29,120,565,0
18520,10,8,62,252,85,146,1
8507,4,2,254,60,182,192,1
5454,24,20,62,252,130,90,1
10726,8,8,62,252,46,79,1
3,12,12,62,252,52,64,0
2920,16,18,31,29,96,91,0
1278,16,18,31,29,96,91,0
3756,2,2,31,29,73,89,0
3480,16,18,31,29,96,91,0
162,14,18,31,29,120,565,0
4537,30,42,31,29,77,819,0
3337,40,44,31,29,64,529,0
14103,4,0,254,0,90,0,1
939,1,0,0,0,46,0,0
4832,52,42,31,29,719,80,0
15627,28,0,254,0,458,0,1
16543,60,14,254,252,1136,44,1
5272,44,242,62,252,52,1287,1
9281,10,8,62,252,87,172,1
12544,2,0,254,0,100,0,1
19799,12,8,254,252,125,92,1
14457,10,6,254,252,76,45,1
16157,16,10,254,252,594,89,1
4236,48,50,31,29,62,610,0
530,42,44,31,29,63,529,0
11388,2,0,254,0,100,0,1
3455,2,2,31,29,73,89,0
18788,10,14,62,252,52,668,1
5024,8,12,31,29,53,735,0
8728,10,8,254,252,53,44,1
4407,16,18,31,29,96,91,0
6956,1,0,0,0,60,0,1
15781,10,8,254,252,257,44,1
7583,2,0,254,0,100,0,1
10303,10,6,254,252,252,45,1
6346,46,12,254,252,1111,44,1
3422,8,10,31,29,132,82,0
